k,jaccard
2,0.4403846153846154
2,0.41841004184100417
2,0.46954314720812185
2,0.4446601941747573
2,0.4805194805194805
2,0.4596153846153846
2,0.7176470588235294
2,0.5278450363196125
2,0.40601503759398494
2,0.4195519348268839
2,0.5552325581395349
2,0.4801762114537445
2,0.47619047619047616
2,0.494279176201373
2,0.47107438016528924
2,0.43455497382198954
2,0.7355072463768116
2,0.4671916010498688
2,0.46403712296983757
2,0.3727422003284072
2,0.4107744107744108
2,0.446360153256705
2,0.566579634464752
2,0.4455852156057495
2,0.7748538011695907
2,0.4326923076923077
2,0.4920273348519362
2,0.48695652173913045
2,0.5494186046511628
2,0.4260869565217391
2,0.4678111587982833
2,0.6195652173913043
2,0.45417515274949083
2,0.44144144144144143
2,0.5066079295154186
2,0.4198782961460446
2,0.608355091383812
2,0.6507936507936508
2,0.4983164983164983
2,0.47139588100686497
2,0.5497630331753555
2,0.4260869565217391
2,0.44680851063829785
2,0.6011080332409973
2,0.5873417721518988
2,0.42173112338858193
2,0.7088235294117647
2,0.5189309576837416
2,0.4281984334203655
2,0.43782837127845886
2,0.5784883720930233
2,0.550351288056206
2,0.639686684073107
2,0.46352941176470586
2,0.4271653543307087
2,0.7205882352941176
2,0.4555084745762712
2,0.4250936329588015
2,0.4308510638297872
2,0.40229885057471265
2,0.5378590078328982
2,0.7176470588235294
2,0.4495049504950495
2,0.64
2,0.5117647058823529
2,0.6050632911392405
2,0.44548872180451127
2,0.5876010781671159
2,0.6147959183673469
2,0.548469387755102
2,0.6066481994459834
2,0.5013850415512465
2,0.509641873278237
2,0.4448336252189142
2,0.4920273348519362
2,0.4543726235741445
2,0.4335378323108384
2,0.43664717348927873
2,0.555205047318612
2,0.6326530612244898
2,0.46190476190476193
2,0.4117647058823529
2,0.5343347639484979
2,0.5213270142180095
2,0.4891041162227603
2,0.7111111111111111
2,0.44871794871794873
2,0.45633187772925765
2,0.4420485175202156
2,0.4874141876430206
2,0.5278450363196125
2,0.5879265091863517
2,0.4358047016274864
2,0.6014492753623188
2,0.6075581395348837
2,0.41156462585034015
2,0.4430379746835443
2,0.6088235294117647
2,0.4436229205175601
2,0.4388888888888889
2,0.5334872979214781
2,0.378698224852071
2,0.6578947368421053
2,0.4852607709750567
2,0.44548872180451127
2,0.48250460405156537
2,0.4617169373549884
2,0.5876010781671159
2,0.6158730158730159
2,0.4430992736077482
2,0.4939467312348668
2,0.6666666666666666
2,0.3949843260188088
2,0.470873786407767
2,0.5431472081218274
2,0.4297520661157025
2,0.5572354211663066
2,0.52046783625731
2,0.44930417495029823
2,0.4542124542124542
2,0.410958904109589
2,0.45537757437070936
2,0.4688715953307393
2,0.47071583514099785
2,0.48104265402843605
2,0.40429338103756707
2,0.4804597701149425
2,0.5221932114882507
2,0.5962059620596206
2,0.6578947368421053
2,0.6767676767676768
2,0.4160958904109589
2,0.47115384615384615
2,0.5510204081632653
2,0.49191685912240185
2,0.4326750448833034
2,0.5473441108545035
2,0.47884187082405344
2,0.3746031746031746
2,0.4143646408839779
2,0.5343137254901961
2,0.5169491525423728
2,0.4072164948453608
2,0.460446247464503
2,0.4358047016274864
2,0.7744107744107744
2,0.5186440677966102
2,0.4353182751540041
2,0.4658385093167702
2,0.717391304347826
2,0.47058823529411764
2,0.4709418837675351
2,0.5720823798627003
2,0.4211764705882353
2,0.3704775687409551
2,0.4731610337972167
2,0.4951923076923077
2,0.435361216730038
2,0.6026666666666667
2,0.608355091383812
2,0.735593220338983
2,0.4610244988864143
2,0.5857988165680473
2,0.5456674473067916
2,0.4482758620689655
2,0.5634517766497462
2,0.553921568627451
2,0.5397260273972603
2,0.6900584795321637
2,0.5598194130925508
2,0.4041353383458647
2,0.7655367231638418
2,0.4592901878914405
2,0.4618937644341801
2,0.576
2,0.5269607843137255
2,0.5111561866125761
2,0.5417721518987342
2,0.42084168336673344
2,0.5616113744075829
2,0.565989847715736
2,0.45670995670995673
2,0.410958904109589
2,0.576271186440678
2,0.4403846153846154
2,0.3952254641909814
2,0.4673913043478261
2,0.4524714828897338
2,0.7259887005649718
2,0.42173112338858193
2,0.5204081632653061
2,0.5431472081218274
2,0.4205933682373473
2,0.45670995670995673
2,0.5436893203883495
2,0.48917748917748916
2,0.4337121212121212
2,0.7137681159420289
2,0.6113744075829384
2,0.45670995670995673
2,0.5795148247978437
2,0.5278450363196125
2,0.47761194029850745
2,0.4410480349344978
2,0.40601503759398494
2,0.4685598377281947
2,0.4072249589490969
2,0.625
2,0.5072815533980582
2,0.501039501039501
2,0.4430693069306931
2,0.6507936507936508
2,0.42152466367713004
2,0.43544303797468353
2,0.5772151898734177
2,0.4330543933054393
2,0.6913265306122449
2,0.41420118343195267
2,0.41841004184100417
2,0.4507874015748031
2,0.4838012958963283
2,0.4619771863117871
2,0.4685598377281947
2,0.6709183673469388
2,0.44488977955911824
2,0.46710526315789475
2,0.5282608695652173
2,0.5080459770114942
2,0.48065173116089616
2,0.7205882352941176
2,0.45544554455445546
2,0.44680851063829785
2,0.3900709219858156
2,0.4275491949910555
2,0.42857142857142855
2,0.6101190476190477
2,0.4293628808864266
2,0.4785714285714286
2,0.48009950248756217
2,0.44298245614035087
2,0.5538461538461539
2,0.4684931506849315
2,0.8804347826086957
2,0.4216666666666667
2,0.5561643835616439
2,0.5931758530183727
2,0.6320224719101124
2,0.4874141876430206
2,0.5069252077562327
2,0.8203389830508474
2,0.652542372881356
2,0.5892255892255892
2,0.4853658536585366
2,0.49885057471264366
2,0.4404494382022472
2,0.4206008583690987
2,0.4135593220338983
2,0.4072249589490969
2,0.8135593220338984
2,0.48711943793911006
2,0.42011834319526625
2,0.48155737704918034
2,0.41420118343195267
2,0.4782608695652174
2,0.3746031746031746
2,0.46292585170340683
2,0.695906432748538
2,0.42011834319526625
2,0.5321782178217822
2,0.5067264573991032
2,0.4222689075630252
2,0.6277602523659306
2,0.6976744186046512
2,0.40070921985815605
2,0.4834905660377358
2,0.5051282051282051
2,0.4092465753424658
2,0.5142857142857142
2,0.459958932238193
2,0.6540697674418605
2,0.4692982456140351
2,0.471563981042654
2,0.4827586206896552
2,0.44763860369609854
2,0.5103448275862069
2,0.5717948717948718
2,0.44562334217506633
2,0.48156182212581344
2,0.45080091533180777
2,0.5073529411764706
2,0.5
2,0.559322033898305
2,0.484375
2,0.4807692307692308
2,0.4963680387409201
2,0.5333333333333333
2,0.36824877250409166
2,0.6404199475065617
2,0.47115384615384615
2,0.42702702702702705
2,0.4988399071925754
2,0.552
2,0.4117647058823529
2,0.49081364829396323
2,0.517467248908297
2,0.4672489082969432
2,0.823728813559322
2,0.4217687074829932
2,0.4726890756302521
2,0.391653290529695
2,0.4750542299349241
2,0.5170842824601367
2,0.4328767123287671
2,0.531390134529148
2,0.4897959183673469
2,0.4988662131519274
2,0.5458823529411765
2,0.4673469387755102
2,0.48491879350348027
2,0.5236139630390144
2,0.6887052341597796
2,0.5144766146993318
2,0.6222760290556901
2,0.4487704918032787
2,0.42054263565891475
2,0.43121149897330596
2,0.5583756345177665
2,0.5469107551487414
2,0.6482939632545932
2,0.48254620123203285
2,0.4467455621301775
2,0.4538834951456311
2,0.5291479820627802
2,0.5598194130925508
2,0.4682352941176471
2,0.5195652173913043
2,0.5606469002695418
2,0.5326370757180157
2,0.4756335282651072
2,0.4852607709750567
2,0.4446601941747573
2,0.5791245791245792
2,0.5367088607594936
2,0.4722838137472284
2,0.4
2,0.5545851528384279
2,0.4271653543307087
2,0.46987951807228917
2,0.6
2,0.4530612244897959
2,0.441351888667992
2,0.48034934497816595
2,0.49075975359342916
2,0.7555555555555555
2,0.5077951002227171
2,0.5734597156398105
2,0.45742574257425744
2,0.5620253164556962
2,0.8305084745762712
2,0.4487534626038781
2,0.44541484716157204
2,0.576271186440678
2,0.5260869565217391
2,0.4072164948453608
2,0.418848167539267
2,0.5317073170731708
2,0.4892703862660944
2,0.696969696969697
2,0.608355091383812
2,0.4752475247524752
2,0.415061295971979
2,0.4923469387755102
2,0.4072164948453608
2,0.4583333333333333
2,0.4516971279373368
2,0.4989733059548255
2,0.45537757437070936
2,0.477751756440281
2,0.5714285714285714
2,0.48314606741573035
2,0.5358090185676393
2,0.46092184368737477
2,0.5214285714285715
2,0.519650655021834
2,0.6666666666666666
2,0.4288461538461538
2,0.486815415821501
2,0.47560975609756095
2,0.47608695652173916
2,0.45454545454545453
2,0.4959183673469388
2,0.43617021276595747
2,0.3974960876369327
2,0.4166666666666667
2,0.42857142857142855
2,0.46206896551724136
2,0.4441747572815534
2,0.48296593186372744
2,1.0
2,0.5103448275862069
2,0.45168067226890757
2,0.4147982062780269
2,0.5088105726872246
2,0.43462246777163904
2,0.41630901287553645
2,0.5660377358490566
2,0.551219512195122
2,0.44935543278084716
2,0.6113744075829384
2,0.6505102040816326
2,0.8372881355932204
2,0.4851258581235698
2,0.41843971631205673
2,0.4742489270386266
2,0.43339960238568587
2,0.5518987341772152
2,0.41392649903288203
2,0.5245098039215687
2,0.5343347639484979
2,0.44419134396355353
2,0.4949290060851927
2,0.5166666666666667
2,0.48902195608782434
2,0.5290697674418605
2,0.4986301369863014
2,0.44144144144144143
2,0.3829787234042553
2,0.5013123359580053
2,0.5660377358490566
2,0.4358047016274864
2,0.4495049504950495
2,0.43902439024390244
2,0.5150115473441108
2,0.4645030425963489
2,0.48214285714285715
2,0.5384615384615384
2,0.4722838137472284
2,0.46835443037974683
2,0.48073022312373226
2,0.41889483065953653
2,0.6913265306122449
2,0.42245989304812837
2,0.42828282828282827
2,0.41422594142259417
2,0.5198237885462555
2,0.4221824686940966
2,0.5820512820512821
2,0.5010266940451745
2,0.4986301369863014
2,0.4264705882352941
2,0.4894067796610169
2,0.5784883720930233
2,0.4404040404040404
2,0.4429657794676806
2,0.47046843177189407
2,0.4713656387665198
2,0.3746031746031746
2,0.5282608695652173
2,0.4847775175644028
2,0.6214689265536724
2,0.4391304347826087
2,0.4557235421166307
2,0.4279918864097363
2,0.4214417744916821
2,0.4961038961038961
2,0.4462474645030426
2,0.5369565217391304
2,0.5367483296213809
2,0.5146341463414634
2,0.4340659340659341
2,0.5587301587301587
2,0.7862318840579711
2,0.508695652173913
2,0.46770601336302897
2,0.44752475247524753
2,0.6122448979591837
2,0.633423180592992
2,0.3923444976076555
2,0.6198347107438017
2,0.5223529411764706
2,0.45544554455445546
2,0.5299684542586751
2,0.42045454545454547
2,0.4961038961038961
2,0.420863309352518
2,0.536
2,0.42190669371196754
2,0.583756345177665
2,0.6529968454258676
2,0.48156182212581344
2,0.6160714285714286
2,0.44609665427509293
2,0.4269230769230769
2,0.5791245791245792
2,0.4401805869074492
2,0.46208530805687204
2,0.5195822454308094
2,0.44763860369609854
2,0.5035128805620609
2,0.4519650655021834
2,0.6026666666666667
2,0.43387470997679817
2,0.4600389863547758
2,0.46008403361344535
2,0.4517543859649123
2,0.43243243243243246
2,0.4786150712830957
2,0.5084337349397591
2,0.48917748917748916
2,0.4611973392461197
2,0.49327354260089684
2,0.5681293302540416
2,0.48214285714285715
2,0.41333333333333333
2,0.39263803680981596
2,0.4543478260869565
2,0.43902439024390244
2,0.6783625730994152
2,0.5056433408577878
2,0.4460694698354662
2,0.5056179775280899
2,0.46107784431137727
2,0.3468013468013468
2,0.4634615384615385
2,0.5240506329113924
2,0.5266821345707656
2,0.4847870182555781
2,0.4613861386138614
2,0.4530612244897959
2,0.3900709219858156
2,0.46092184368737477
2,0.44364937388193204
2,0.5144766146993318
2,0.5523255813953488
2,0.4461883408071749
2,0.41919191919191917
2,0.47058823529411764
2,0.433264887063655
2,0.522077922077922
2,0.461038961038961
2,0.48902195608782434
2,0.42334494773519166
2,0.451063829787234
2,0.531390134529148
2,0.4191304347826087
2,0.4410480349344978
2,0.42357274401473294
2,0.4847250509164969
2,0.49504950495049505
2,0.4830287206266319
2,0.4056437389770723
2,0.529113924050633
2,0.5538116591928252
2,0.4686868686868687
2,0.5261904761904762
2,0.4343220338983051
2,0.42330097087378643
2,0.5417789757412399
2,0.45558086560364464
2,0.4824561403508772
2,0.4876237623762376
2,0.44849785407725323
2,0.6540697674418605
2,0.45714285714285713
2,0.5847953216374269
2,0.6779661016949152
2,0.5616797900262467
2,0.4620123203285421
2,0.4376278118609407
2,0.4521158129175947
2,0.4221824686940966
2,0.44562334217506633
2,0.471563981042654
2,0.5084745762711864
2,0.6140350877192983
2,0.4007029876977153
2,0.5406976744186046
2,0.5423340961098398
2,0.7485380116959064
2,0.6612466124661247
2,0.549367088607595
2,0.42857142857142855
2,0.4750499001996008
2,0.4752475247524752
2,0.4482758620689655
2,0.44140625
2,0.5472154963680388
2,0.6458333333333334
2,0.41622574955908287
2,0.5386416861826698
2,0.4107142857142857
2,0.4250936329588015
2,0.5029239766081871
2,0.4801670146137787
2,0.3508522727272727
2,0.5589041095890411
2,0.6440677966101694
2,0.5118790496760259
2,0.6505102040816326
2,0.4442307692307692
2,0.44170403587443946
2,0.42915811088295686
2,0.5467836257309941
2,0.4766949152542373
2,0.4417293233082707
2,0.4578313253012048
2,0.42424242424242425
2,0.43653846153846154
2,0.5535248041775457
2,0.5152224824355972
2,0.45869565217391306
2,0.5409356725146199
2,0.5694915254237288
2,0.5132530120481927
2,0.668769716088328
2,0.5
2,0.4681724845995893
2,0.39486356340288925
2,0.43231441048034935
2,0.4910891089108911
2,0.6094276094276094
2,0.4926829268292683
2,0.45525291828793774
2,0.4222222222222222
2,0.5144356955380578
2,0.7220338983050848
2,0.5066666666666667
2,0.4272030651340996
2,0.3902053712480253
2,0.653968253968254
2,0.5790816326530612
2,0.4217687074829932
2,0.5263157894736842
2,0.41923076923076924
2,0.5175438596491229
2,0.5150115473441108
2,0.4401805869074492
2,0.4435695538057743
2,0.3584905660377358
2,0.535796766743649
2,0.39473684210526316
2,0.4407766990291262
2,0.42340425531914894
2,0.4146981627296588
2,0.4379432624113475
2,0.4767123287671233
2,0.694006309148265
2,0.55
2,0.4195519348268839
2,0.42936802973977695
2,0.45558086560364464
2,0.5456919060052219
2,0.45759368836291914
2,0.6323529411764706
2,0.47619047619047616
2,0.5358744394618834
2,0.40977443609022557
2,0.6064690026954178
2,0.4746987951807229
2,0.416015625
2,0.5977961432506887
2,0.5590551181102362
2,0.5091863517060368
2,0.4957627118644068
2,0.46406570841889117
2,0.4885654885654886
2,0.5194508009153318
2,0.39263803680981596
2,0.484251968503937
2,0.5764705882352941
2,0.44711538461538464
2,0.5218390804597701
2,0.5790816326530612
2,0.6734006734006734
2,0.5585365853658537
2,0.44403669724770645
2,0.3950617283950617
2,0.4868995633187773
2,0.5459317585301837
2,0.6172506738544474
2,0.4502923976608187
2,0.3911620294599018
2,0.4961038961038961
2,0.5741239892183289
2,0.6527415143603134
2,0.6052631578947368
2,0.44871794871794873
2,0.4022038567493113
2,0.42173112338858193
2,0.5796344647519582
2,0.4117647058823529
2,0.5393013100436681
2,0.44672131147540983
2,0.3888888888888889
2,0.7154471544715447
2,0.44969199178644764
2,0.5647058823529412
2,0.41889483065953653
2,0.45308924485125857
2,0.5384615384615384
2,0.5173210161662818
2,0.4830287206266319
2,0.44074074074074077
2,0.4774590163934426
2,0.536
2,0.43204868154158216
2,0.5685279187817259
2,0.47317073170731705
2,0.4658536585365854
2,0.47326732673267324
2,0.49882903981264637
2,0.7309941520467836
2,0.5256124721603563
2,0.5412026726057907
2,0.6415094339622641
2,0.6361185983827493
2,0.7176470588235294
2,0.735593220338983
2,0.5101522842639594
2,0.5308056872037915
2,0.3858858858858859
2,0.5080459770114942
2,0.4915254237288136
2,0.5677966101694916
2,0.4760820045558087
2,0.48884381338742394
2,0.4279918864097363
2,0.6094276094276094
2,0.48303393213572854
2,0.41541353383458646
2,0.46530612244897956
2,0.40102389078498296
2,0.4805491990846682
2,0.617948717948718
2,0.535064935064935
2,0.5980629539951574
2,0.42408376963350786
2,0.5579514824797843
2,0.4772234273318872
2,0.5141242937853108
2,0.47076023391812866
2,0.517162471395881
2,0.5417721518987342
2,0.4135593220338983
2,0.5483028720626631
2,0.5819209039548022
2,0.44556962025316454
2,0.4442307692307692
2,0.5206073752711496
2,0.384012539184953
2,0.5065502183406113
2,0.44930417495029823
2,0.7344173441734417
2,0.5975609756097561
2,0.5857142857142857
2,0.4335378323108384
2,0.4584139264990329
2,0.4669603524229075
2,0.6913265306122449
2,0.611764705882353
2,0.44731610337972166
2,0.8913043478260869
2,0.4891304347826087
2,0.36990595611285265
2,0.41952983725135623
2,0.4718162839248434
2,0.7097791798107256
2,0.5452380952380952
2,0.39080459770114945
2,0.4759725400457666
2,0.45691382765531063
2,0.45588235294117646
2,0.46408839779005523
2,0.4279918864097363
2,0.45740740740740743
2,0.5073529411764706
2,0.5052192066805845
2,0.43782837127845886
2,0.7046070460704607
2,0.4900990099009901
2,0.5564738292011019
2,0.3584905660377358
2,0.4404494382022472
2,0.40998217468805703
2,0.5655021834061136
2,0.5095238095238095
2,0.39184397163120566
2,0.7101449275362319
2,0.43462246777163904
2,0.5643044619422573
2,0.5321637426900585
2,0.5583596214511041
2,0.5087209302325582
2,0.49122807017543857
2,0.6913265306122449
2,0.5058548009367682
2,0.45806451612903226
2,0.5494252873563218
2,0.4127310061601643
2,0.4623217922606925
2,0.527363184079602
2,0.8333333333333334
2,0.5571428571428572
2,0.4460694698354662
2,0.46153846153846156
2,0.6333333333333333
2,0.46123260437375746
2,0.5721518987341773
2,0.4516971279373368
2,0.4146341463414634
2,0.43646408839779005
2,0.5434298440979956
2,0.48997772828507796
2,0.4185667752442997
2,0.5266272189349113
2,0.43380855397148677
2,0.554016620498615
2,0.4559386973180077
2,0.5121951219512195
2,0.460446247464503
2,0.4645030425963489
2,0.43103448275862066
2,0.6142131979695431
2,0.608355091383812
2,0.7608695652173914
2,0.6887052341597796
2,0.44766146993318484
2,0.4849315068493151
2,0.4692982456140351
2,0.5
2,0.571078431372549
